# grid point, weight
-0.9998193072324030,0.0004637020271116
-0.9990480629675664,0.0010791325186216
-0.9976610346359586,0.0016948093274008
-0.9956587693679206,0.0023095201121182
-0.9930424642509676,0.0029228224520367
-0.9898137238197380,0.0035343269617610
-0.9859745363331001,0.0041436535521328
-0.9815272683105110,0.0047504254271539
-0.9764746619461728,0.0053542679668262
-0.9708198330431648,0.0059548085782740
-0.9645662689460812,0.0065516767971679
-0.9577178263265715,0.0071445044665705
-0.9502787287743499,0.0077329259426946
-0.9422535641767122,0.0083165783104820
-0.9336472818805110,0.0088951016024626
-0.9244651896348401,0.0094681390181454
-0.9147129503146589,0.0100353371426140
-0.9043965784265111,0.0105963461636574
-0.8935224363980330,0.0111508200870059
-0.8820972306532817,0.0116984169494044
-0.8701280074761633,0.0122387990293218
-0.8576221486644140,0.0127716330551017
-0.8445873669767634,0.0132965904104177
-0.8310317013760595,0.0138133473368881
-0.8169635120712548,0.0143215851337021
-0.8023914753613084,0.0148209903541479
-0.7873245782841656,0.0153112549989024
-0.7717721130741124,0.0157920767059742
-0.7557436714309202,0.0162631589371703
-0.7392491386043114,0.0167242111609612
-0.7222986872973793,0.0171749490316694
-0.7049027713927487,0.0176150945648229
-0.6870721195053124,0.0180443763085941
-0.6688177283655441,0.0184625295112103
-0.6501508560374536,0.0188692962842345
-0.6310830149753752,0.0192644257616111
-0.6116259649238598,0.0196476742543741
-0.5917917056650646,0.0200188054009523
-0.5715924696180994,0.0203775903129271
-0.5510407142949032,0.0207238077162002
-0.5301491146172934,0.0210572440874587
-0.5089305550999377,0.0213776937858608
-0.4873981219040613,0.0216849591798604
-0.4655650947667915,0.0219788507690958
-0.4434449388111221,0.0222591873012562
-0.4210512962415403,0.0225257958838684
-0.3983979779304443,0.0227785120909224
-0.3754989549005354,0.0230171800642790
-0.3523683497084475,0.0232416526097958
-0.3290204277349109,0.0234517912881019
-0.3054695883868390,0.0236474664999782
-0.2817303562167575,0.0238285575662844
-0.2578173719650467,0.0239949528023953
-0.2337453835305296,0.0241465495870635
-0.2095292368749766,0.0242832544257261
-0.1851838668671240,0.0244049830081491
-0.1607242880718678,0.0245116602604432
-0.1361655854903003,0.0246032203913444
-0.1115229052563114,0.0246796069328065
-0.0868114452954836,0.0247407727748121
-0.0620464459520480,0.0247866801944402
-0.0372431805896787,0.0248173008791237
-0.0124169461719232,0.0248326159441095
0.0124169461719230,0.0248326159441090
0.0372431805896785,0.0248173008791237
0.0620464459520478,0.0247866801944407
0.0868114452954835,0.0247407727748120
0.1115229052563114,0.0246796069328055
0.1361655854903007,0.0246032203913440
0.1607242880718680,0.0245116602604433
0.1851838668671242,0.0244049830081497
0.2095292368749762,0.0242832544257258
0.2337453835305298,0.0241465495870641
0.2578173719650468,0.0239949528023953
0.2817303562167582,0.0238285575662850
0.3054695883868395,0.0236474664999776
0.3290204277349107,0.0234517912881023
0.3523683497084477,0.0232416526097964
0.3754989549005358,0.0230171800642796
0.3983979779304438,0.0227785120909226
0.4210512962415404,0.0225257958838684
0.4434449388111221,0.0222591873012564
0.4655650947667913,0.0219788507690955
0.4873981219040612,0.0216849591798605
0.5089305550999379,0.0213776937858601
0.5301491146172939,0.0210572440874582
0.5510407142949039,0.0207238077162002
0.5715924696180998,0.0203775903129268
0.5917917056650646,0.0200188054009518
0.6116259649238599,0.0196476742543736
0.6310830149753754,0.0192644257616098
0.6501508560374544,0.0188692962842349
0.6688177283655443,0.0184625295112107
0.6870721195053127,0.0180443763085941
0.7049027713927489,0.0176150945648230
0.7222986872973796,0.0171749490316688
0.7392491386043114,0.0167242111609606
0.7557436714309209,0.0162631589371691
0.7717721130741124,0.0157920767059746
0.7873245782841657,0.0153112549989020
0.8023914753613088,0.0148209903541468
0.8169635120712552,0.0143215851337021
0.8310317013760595,0.0138133473368887
0.8445873669767636,0.0132965904104182
0.8576221486644142,0.0127716330551014
0.8701280074761643,0.0122387990293218
0.8820972306532826,0.0116984169494049
0.8935224363980336,0.0111508200870063
0.9043965784265118,0.0105963461636581
0.9147129503146592,0.0100353371426142
0.9244651896348403,0.0094681390181448
0.9336472818805117,0.0088951016024623
0.9422535641767128,0.0083165783104816
0.9502787287743498,0.0077329259426945
0.9577178263265721,0.0071445044665699
0.9645662689460819,0.0065516767971682
0.9708198330431654,0.0059548085782750
0.9764746619461729,0.0053542679668269
0.9815272683105117,0.0047504254271538
0.9859745363331004,0.0041436535521327
0.9898137238197386,0.0035343269617605
0.9930424642509680,0.0029228224520373
0.9956587693679207,0.0023095201121182
0.9976610346359590,0.0016948093274012
0.9990480629675668,0.0010791325186223
0.9998193072324032,0.0004637020271121
