rs, c0, c1, c2 
1, 0.006101363880270343, 3.749383922394821, 0.9932918591909101
2, 0.0012027557076790324, 3.183009316554069, 1.240767991741945
5, 0.00085181798765881, 206.73564432699027, 1.237628449120427
10, -0.00011546925031472385, 218.0041036246798, 1.2405556206087036
